,movie_id,movie_title,average_rating,rating_count,weighted_rating
1100,1101,Six Degrees of Separation (1993),3.77,74,278.98
486,487,Roman Holiday (1953),4.1,68,278.79999999999995
263,264,Mimic (1997),2.74,101,276.74
220,221,Breaking the Waves (1996),3.73,74,276.02
310,311,"Wings of the Dove, The (1997)",3.68,75,276.0
706,707,Enchanted April (1991),3.93,70,275.1
462,463,"Secret of Roan Inish, The (1994)",3.86,71,274.06
688,689,"Jackal, The (1997)",3.15,87,274.05
18,19,Antonia's Line (1995),3.96,69,273.24
624,625,"Sword in the Stone, The (1963)",3.33,82,273.06
487,488,Sunset Blvd. (1950),4.2,65,273.0
925,926,Down Periscope (1996),2.7,101,272.70000000000005
2,3,Four Rooms (1995),3.03,90,272.7
504,505,Dial M for Murder (1954),4.0,68,272.0
863,864,My Fellow Americans (1996),3.16,86,271.76
188,189,"Grand Day Out, A (1992)",4.11,66,271.26000000000005
279,280,Up Close and Personal (1996),3.19,85,271.15
657,658,Pump Up the Volume (1990),3.42,79,270.18
647,648,"Quiet Man, The (1952)",4.03,67,270.01
777,778,Don Juan DeMarco (1995),3.55,76,269.8
48,49,I.Q. (1994),3.32,81,268.91999999999996
460,461,Smoke (1995),3.62,74,267.88
605,606,All About Eve (1950),4.05,66,267.3
723,724,Circle of Friends (1995),3.49,76,265.24
43,44,Dolores Claiborne (1994),3.34,79,263.86
164,165,Jean de Florette (1986),4.11,64,263.04
606,607,Rebecca (1940),3.97,66,262.02000000000004
294,295,Breakdown (1997),3.4,77,261.8
496,497,Bringing Up Baby (1938),3.84,68,261.12
712,713,Othello (1995),3.61,72,259.92
719,720,First Knight (1995),3.02,86,259.72
819,820,Space Jam (1996),2.77,93,257.61
59,60,Three Colors: Blue (1993),4.02,64,257.28
433,434,Forbidden Planet (1956),3.84,67,257.28
628,629,Victor/Victoria (1982),3.34,77,257.18
675,676,"Crucible, The (1996)",3.34,77,257.18
557,558,Heavenly Creatures (1994),3.67,70,256.9
649,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.54,72,254.88
62,63,"Santa Clause, The (1994)",3.1,82,254.20000000000002
490,491,"Adventures of Robin Hood, The (1938)",3.79,67,253.93
468,469,Short Cuts (1993),3.78,67,253.26
311,312,Midnight in the Garden of Good and Evil (1997),3.16,80,252.8
824,825,"Arrival, The (1996)",3.04,83,252.32
170,171,Delicatessen (1991),3.88,65,252.2
1072,1073,Shallow Grave (1994),3.82,66,252.11999999999998
206,207,Cyrano de Bergerac (1990),3.82,66,252.11999999999998
140,141,"20,000 Leagues Under the Sea (1954)",3.5,72,252.0
25,26,"Brothers McMullen, The (1995)",3.45,73,251.85000000000002
353,354,"Wedding Singer, The (1998)",3.49,72,251.28000000000003
515,516,Local Hero (1983),3.97,63,250.11
492,493,"Thin Man, The (1934)",4.15,60,249.00000000000003
480,481,"Apartment, The (1960)",3.94,63,248.22
695,696,City Hall (1996),3.14,79,248.06
121,122,"Cable Guy, The (1996)",2.34,106,248.04
639,640,"Cook the Thief His Wife & Her Lover, The (1989)",3.02,82,247.64000000000001
19,20,Angels and Insects (1995),3.42,72,246.24
854,855,Diva (1981),3.73,66,246.18
276,277,Restoration (1995),3.46,71,245.66
385,386,Addams Family Values (1993),2.82,87,245.33999999999997
498,499,Cat on a Hot Tin Roof (1958),3.95,62,244.9
261,262,In the Company of Men (1997),3.71,66,244.85999999999999
485,486,Sabrina (1954),3.8,64,243.2
626,627,Robin Hood: Prince of Thieves (1991),3.23,75,242.25
337,338,Bean (1997),2.66,91,242.06
922,923,Raise the Red Lantern (1991),4.16,58,241.28
391,392,"Man Without a Face, The (1993)",3.54,68,240.72
872,873,Picture Perfect (1997),2.96,81,239.76
165,166,Manon of the Spring (Manon des sources) (1986),4.12,58,238.96
614,615,"39 Steps, The (1935)",4.05,59,238.95
159,160,Glengarry Glen Ross (1992),3.46,69,238.74
100,101,Heavy Metal (1981),3.26,73,237.98
948,949,How to Make an American Quilt (1995),3.34,71,237.14
822,823,Mulholland Falls (1996),2.88,82,236.16
992,993,Hercules (1997),3.52,66,232.32
20,21,Muppet Treasure Island (1996),2.76,84,231.83999999999997
716,717,"Juror, The (1996)",2.82,82,231.23999999999998
886,887,Eve's Bayou (1997),3.61,64,231.04
127,128,Supercop (1992),3.54,65,230.1
511,512,Wings of Desire (1987),4.0,57,228.0
1073,1074,Reality Bites (1994),2.96,77,227.92
60,61,Three Colors: White (1994),3.86,59,227.73999999999998
491,492,East of Eden (1955),3.86,59,227.73999999999998
416,417,"Parent Trap, The (1961)",3.1,73,226.3
631,632,Sophie's Choice (1982),3.9,58,226.2
537,538,Anastasia (1997),3.42,66,225.72
493,494,His Girl Friday (1940),4.0,56,224.0
830,831,Escape from L.A. (1996),2.46,91,223.85999999999999
543,544,Things to Do in Denver when You're Dead (1995),3.15,71,223.65
411,412,"Very Brady Sequel, A (1996)",2.4,93,223.2
415,416,Old Yeller (1957),3.48,64,222.72
958,959,Dazed and Confused (1993),3.47,64,222.08
219,220,"Mirror Has Two Faces, The (1996)",3.36,66,221.76
344,345,Deconstructing Harry (1997),3.4,65,221.0
408,409,Jack (1996),3.14,70,219.8
1047,1048,She's the One (1996),3.01,73,219.73
386,387,"Age of Innocence, The (1993)",3.38,65,219.7
739,740,Jane Eyre (1996),3.48,63,219.24
615,616,Night of the Living Dead (1968),3.42,64,218.88
413,414,My Favorite Year (1982),3.53,62,218.85999999999999
726,727,Immortal Beloved (1994),3.46,63,217.98
812,813,"Celluloid Closet, The (1995)",3.89,56,217.84
1008,1009,Stealing Beauty (1996),3.38,64,216.32
929,930,Chain Reaction (1996),2.7,80,216.0
938,939,Murder in the First (1995),3.6,60,216.0
1118,1119,Some Kind of Wonderful (1987),3.66,59,215.94
494,495,Around the World in 80 Days (1956),3.66,59,215.94
333,334,U Turn (1997),3.36,64,215.04
1034,1035,Cool Runnings (1993),3.16,68,214.88
608,609,Father of the Bride (1950),3.58,60,214.8
488,489,Notorious (1946),4.12,52,214.24
298,299,Hoodlum (1997),2.93,73,213.89000000000001
400,401,"Brady Bunch Movie, The (1995)",2.8,76,212.79999999999998
467,468,Rudy (1993),3.31,64,211.84
370,371,"Bridges of Madison County, The (1995)",3.16,67,211.72
501,502,Bananas (1971),3.7,57,210.9
552,553,"Walk in the Clouds, A (1995)",3.29,63,207.27
779,780,Dumb & Dumber (1994),3.0,69,207.0
825,826,"Phantom, The (1996)",2.58,80,206.4
105,106,Diabolique (1996),2.89,71,205.19
846,847,Looking for Richard (1996),3.73,55,205.15
618,619,Extreme Measures (1996),3.17,64,202.88
489,490,To Catch a Thief (1955),4.02,50,200.99999999999997
343,344,"Apostle, The (1997)",3.65,55,200.75
107,108,Kids in the Hall: Brain Candy (1996),3.08,65,200.20000000000002
740,741,"Last Supper, The (1995)",3.45,58,200.10000000000002
933,934,"Preacher's Wife, The (1996)",2.93,68,199.24
987,988,"Beautician and the Beast, The (1997)",2.31,86,198.66
166,167,Private Benjamin (1980),2.96,67,198.32
296,297,Ulee's Gold (1997),3.96,50,198.0
1040,1041,Forget Paris (1995),3.19,62,197.78
594,595,"Fan, The (1996)",3.09,64,197.76
250,251,Shall We Dance? (1996),4.26,46,195.95999999999998
139,140,Homeward Bound: The Incredible Journey (1993),3.21,61,195.81
1006,1007,Waiting for Guffman (1996),4.13,47,194.10999999999999
277,278,Bed of Roses (1996),3.23,60,193.8
753,754,Red Corner (1997),3.39,57,193.23000000000002
769,770,Devil in a Blue Dress (1995),3.39,57,193.23000000000002
674,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.56,54,192.24
945,946,"Fox and the Hound, The (1981)",3.15,61,192.15
789,790,Tommy Boy (1995),2.91,66,192.06
383,384,Naked Gun 33 1/3: The Final Insult (1994),2.78,69,191.82
613,614,Giant (1956),3.75,51,191.25
104,105,Sgt. Bilko (1996),2.57,74,190.17999999999998
580,581,Kalifornia (1993),3.22,59,189.98000000000002
79,80,Hot Shots! Part Deux (1993),2.76,68,187.67999999999998
465,466,Red Rock West (1992),3.6,52,187.20000000000002
879,880,Soul Food (1997),3.17,59,187.03
897,898,"Postman, The (1997)",3.22,58,186.76000000000002
720,721,Mallrats (1995),3.44,54,185.76
601,602,"American in Paris, An (1951)",3.7,50,185.0
1064,1065,Koyaanisqatsi (1983),3.49,53,184.97
523,524,"Great Dictator, The (1940)",4.02,46,184.92
75,76,Carlito's Way (1993),3.41,54,184.14000000000001
685,686,"Perfect World, A (1993)",3.68,50,184.0
715,716,Home for the Holidays (1995),3.16,58,183.28
920,921,Farewell My Concubine (1993),3.98,46,183.08
466,467,"Bronx Tale, A (1993)",3.79,48,181.92000000000002
560,561,Mary Shelley's Frankenstein (1994),3.07,59,181.13
568,569,Wolf (1994),2.7,67,180.9
870,871,Vegas Vacation (1997),2.4,75,180.0
693,694,Persuasion (1995),4.05,44,178.2
1141,1142,When We Were Kings (1996),4.05,44,178.2
26,27,Bad Boys (1995),3.11,57,177.26999999999998
671,672,Candyman (1992),2.72,65,176.8
451,452,Jaws 2 (1978),2.67,66,176.22
655,656,M (1931),4.0,44,176.0
962,963,Some Folks Call It a Sling Blade (1993),4.29,41,175.89000000000001
736,737,Sirens (1994),2.98,59,175.82
84,85,"Ref, The (1994)",3.03,58,175.73999999999998
141,142,Bedknobs and Broomsticks (1971),3.07,57,174.98999999999998
805,806,Menace II Society (1993),3.46,50,173.0
588,589,"Wild Bunch, The (1969)",4.02,43,172.85999999999999
534,535,Addicted to Love (1997),3.17,54,171.18
648,649,Once Upon a Time in America (1984),3.4,50,170.0
721,722,Nine Months (1995),2.93,58,169.94
101,102,"Aristocats, The (1970)",3.13,54,169.01999999999998
205,206,Akira (1988),3.38,50,169.0
793,794,It Could Happen to You (1994),3.65,46,167.9
788,789,Swimming with Sharks (1995),3.57,47,167.79
954,955,Before Sunrise (1995),3.41,49,167.09
955,956,Nobody's Fool (1994),3.61,46,166.06
670,671,Bride of Frankenstein (1935),3.61,46,166.06
637,638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.77,44,165.88
895,896,"Sweet Hereafter, The (1997)",3.77,44,165.88
39,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.89,57,164.73000000000002
610,611,Laura (1944),4.1,40,164.0
885,886,"Life Less Ordinary, A (1997)",3.08,53,163.24
235,236,Citizen Ruth (1996),3.62,45,162.9
663,664,"Paris, Texas (1984)",3.54,46,162.84
223,224,Ridicule (1996),3.7,44,162.8
390,391,Last Action Hero (1993),2.75,59,162.25
748,749,"MatchMaker, The (1997)",3.18,51,162.18
1016,1017,Trees Lounge (1996),3.24,50,162.0
901,902,"Big Lebowski, The (1998)",3.83,42,160.86
1196,1197,"Family Thing, A (1996)",3.56,45,160.2
767,768,Casper (1995),3.08,52,160.16
701,702,Barcelona (1994),3.02,53,160.06
56,57,Priest (1994),4.0,40,160.0
144,145,"Lawnmower Man, The (1992)",2.45,65,159.25
826,827,Daylight (1996),2.77,57,157.89000000000001
157,158,Weekend at Bernie's (1989),2.62,60,157.20000000000002
711,712,Tin Men (1987),3.08,51,157.08
941,942,What's Love Got to Do with It (1993),3.49,45,157.05
365,366,Dangerous Minds (1995),3.34,47,156.98
1049,1050,"Ghost and Mrs. Muir, The (1947)",3.65,43,156.95
832,833,Bulletproof (1996),3.2,49,156.8
944,945,Charade (1963),3.92,40,156.8
569,570,Wyatt Earp (1994),3.1,50,155.0
1097,1098,Flirting With Disaster (1996),3.69,42,154.98
899,900,Kundun (1997),3.69,42,154.98
364,365,Powder (1995),3.21,48,154.07999999999998
561,562,"Quick and the Dead, The (1995)",3.21,48,154.07999999999998
1117,1118,Up in Smoke (1978),3.26,47,153.22
338,339,Mad City (1997),3.26,47,153.22
243,244,Smilla's Sense of Snow (1997),3.17,48,152.16
253,254,Batman & Robin (1997),2.45,62,151.9
341,342,"Man Who Knew Too Little, The (1997)",2.92,52,151.84
1066,1067,Bottle Rocket (1996),3.45,44,151.8
395,396,Serial Mom (1994),2.81,54,151.74
449,450,Star Trek V: The Final Frontier (1989),2.4,63,151.2
686,687,McHale's Navy (1997),2.19,69,151.10999999999999
119,120,Striptease (1996),2.24,67,150.08
609,610,Gigi (1958),3.66,41,150.06
1062,1063,"Little Princess, A (1995)",3.66,41,150.06
771,772,Kids (1995),3.06,49,149.94
328,329,Desperate Measures (1998),3.33,45,149.85
638,639,"Tin Drum, The (Blechtrommel, Die) (1979)",3.7,40,148.0
645,646,Once Upon a Time in the West (1969),3.87,38,147.06
106,107,Moll Flanders (1996),3.5,42,147.0
29,30,Belle de jour (1967),3.95,37,146.15
1045,1046,Malice (1993),3.17,46,145.82
891,892,Flubber (1997),2.75,53,145.75
874,875,She's So Lovely (1997),2.74,53,145.22
412,413,Tales from the Crypt Presents: Bordello of Blood (1996),2.64,55,145.20000000000002
368,369,Black Sheep (1996),2.64,55,145.20000000000002
1020,1021,8 1/2 (1963),3.82,38,145.16
394,395,Robin Hood: Men in Tights (1993),2.59,56,145.04
848,849,Days of Thunder (1990),2.72,53,144.16
951,952,Blue in the Face (1995),3.18,45,143.1
1009,1010,Basquiat (1996),3.25,44,143.0
502,503,"Candidate, The (1972)",3.64,39,141.96
940,941,With Honors (1994),3.07,46,141.22
843,844,Freeway (1996),3.36,42,141.12
540,541,Mortal Kombat (1995),2.88,49,141.12
839,840,Last Man Standing (1996),2.66,53,140.98000000000002
673,674,Cat People (1982),2.9,48,139.2
942,943,Killing Zoe (1994),3.48,40,139.2
974,975,Fear (1996),3.16,44,139.04000000000002
138,139,"Love Bug, The (1969)",2.78,50,139.0
640,641,Paths of Glory (1957),4.21,33,138.93
855,856,Night on Earth (1991),3.83,36,137.88
1134,1135,"Doors, The (1991)",2.98,46,137.08
546,547,"Young Poisoner's Handbook, The (1995)",3.34,41,136.94
696,697,"Basketball Diaries, The (1995)",3.42,40,136.8
440,441,"Amityville Horror, The (1979)",2.57,53,136.20999999999998
1019,1020,Gaslight (1944),3.89,35,136.15
1220,1221,When a Man Loves a Woman (1994),3.49,39,136.11
727,728,Junior (1994),3.02,45,135.9
823,824,"Great White Hype, The (1996)",2.76,49,135.23999999999998
845,846,To Gillian on Her 37th Birthday (1996),3.07,44,135.07999999999998
760,761,Nick of Time (1995),3.05,44,134.2
611,612,Lost Horizon (1937),3.94,34,133.96
652,653,Touch of Evil (1958),3.91,34,132.94
619,620,"Chamber, The (1996)",3.09,43,132.87
1050,1051,"Associate, The (1996)",3.24,41,132.84
876,877,Excess Baggage (1997),2.54,52,132.08
840,841,"Glimmer Man, The (1996)",2.75,48,132.0
521,522,Down by Law (1986),3.77,35,131.95
643,644,"Thin Blue Line, The (1988)",3.77,35,131.95
880,881,Money Talks (1997),2.93,45,131.85
976,977,"Substitute, The (1996)",2.69,49,131.81
621,622,Swiss Family Robinson (1960),3.36,39,131.04
871,872,Love Jones (1997),3.1,42,130.20000000000002
809,810,"Shadow, The (1994)",2.89,45,130.05
921,922,Dead Man (1995),3.82,34,129.88
551,552,Species (1995),2.87,45,129.15
349,350,Fallen (1998),3.15,41,129.15
751,752,"Replacement Killers, The (1998)",3.31,39,129.09
541,542,Pocahontas (1995),2.53,51,129.03
943,944,Renaissance Man (1994),3.0,43,129.0
1024,1025,Fire Down Below (1997),2.93,44,128.92000000000002
1043,1044,"Paper, The (1994)",3.22,40,128.8
378,379,Tales From the Crypt Presents: Demon Knight (1995),2.98,43,128.14
362,363,Sudden Death (1995),2.72,47,127.84
873,874,Career Girls (1997),3.26,39,127.13999999999999
875,876,Money Talks (1997),2.7,47,126.9
936,937,"Thousand Acres, A (1997)",3.41,37,126.17
1133,1134,Get on the Bus (1996),3.32,38,126.16
935,936,Brassed Off (1996),3.94,32,126.08
1193,1194,Once Were Warriors (1994),4.06,31,125.85999999999999
983,984,Shadow Conspiracy (1997),2.86,44,125.83999999999999
15,16,French Twist (Gazon maudit) (1995),3.21,39,125.19
808,809,Rising Sun (1993),2.91,43,125.13000000000001
970,971,Mediterraneo (1991),3.68,34,125.12
443,444,"Blob, The (1958)",2.72,46,125.12
1007,1008,I Shot Andy Warhol (1996),3.38,37,125.06
329,330,187 (1997),3.02,41,123.82000000000001
930,931,"Island of Dr. Moreau, The (1996)",2.16,57,123.12
960,961,Orlando (1993),3.62,34,123.08
1018,1019,"Die xue shuang xiong (Killer, The) (1989)",3.97,31,123.07000000000001
730,731,"Corrina, Corrina (1994)",3.15,39,122.85
784,785,Only You (1994),3.15,39,122.85
759,760,Screamers (1995),2.65,46,121.89999999999999
1187,1188,Young Guns II (1990),2.77,44,121.88
499,500,Fly Away Home (1996),3.9,31,120.89999999999999
354,355,Sphere (1998),2.93,41,120.13000000000001
405,406,Thinner (1996),2.45,49,120.05000000000001
371,372,Jeffrey (1995),3.53,34,120.02
42,43,Disclosure (1994),3.0,40,120.0
1059,1060,"Adventures of Pinocchio, The (1996)",3.05,39,118.94999999999999
682,683,Rocket Man (1997),2.41,49,118.09
1227,1228,Under Siege 2: Dark Territory (1995),2.46,48,118.08
607,608,Spellbound (1945),3.93,30,117.9
1090,1091,Pete's Dragon (1977),2.72,43,116.96000000000001
1109,1110,Tank Girl (1995),2.85,41,116.85000000000001
931,932,First Kid (1996),2.92,40,116.8
636,637,"Howling, The (1981)",3.03,38,115.13999999999999
1136,1137,Beautiful Thing (1996),3.97,29,115.13000000000001
40,41,Billy Madison (1995),3.08,37,113.96000000000001
622,623,Angels in the Outfield (1994),2.92,39,113.88
372,373,Judge Dredd (1995),2.9,39,113.1
335,336,Playing God (1997),2.63,43,113.08999999999999
924,925,Unforgettable (1996),3.32,34,112.88
574,575,City Slickers II: The Legend of Curly's Gold (1994),2.55,44,112.19999999999999
978,979,"Trigger Effect, The (1996)",3.2,35,112.0
1216,1217,Assassins (1995),2.87,39,111.93
881,882,Washington Square (1997),3.29,34,111.86
582,583,Romeo Is Bleeding (1993),3.0,37,111.0
795,796,Speechless (1994),3.08,36,110.88
455,456,Beverly Hills Ninja (1997),2.31,48,110.88
260,261,Air Bud (1997),2.56,43,110.08
1021,1022,"Fast, Cheap & Out of Control (1997)",3.44,32,110.08
950,951,"Indian in the Cupboard, The (1995)",2.82,39,109.97999999999999
369,370,Mary Reilly (1996),2.82,39,109.97999999999999
538,539,Mouse Hunt (1997),2.48,44,109.12
612,613,My Man Godfrey (1936),4.04,27,109.08
965,966,"Affair to Remember, An (1957)",4.19,26,108.94000000000001
536,537,My Own Private Idaho (1991),3.63,30,108.89999999999999
579,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.38,32,108.16
1225,1226,Night Falls on Manhattan (1997),3.38,32,108.16
669,670,Body Snatchers (1993),3.0,36,108.0
818,819,Eddie (1996),2.7,40,108.0
928,929,Harriet the Spy (1996),2.7,40,108.0
801,802,Hard Target (1993),2.7,40,108.0
539,540,Money Train (1995),2.51,43,107.92999999999999
406,407,Spy Hard (1996),2.51,43,107.92999999999999
770,771,Johnny Mnemonic (1995),2.63,41,107.83
722,723,Boys on the Side (1995),3.15,34,107.1
1125,1126,"Old Man and the Sea, The (1958)",3.34,32,106.88
1243,1244,Metro (1997),2.92,36,105.12
947,948,Booty Call (1997),2.17,48,104.16
1209,1210,Virtuosity (1995),2.74,38,104.12
604,605,Meet Me in St. Louis (1944),3.35,31,103.85000000000001
768,769,Congo (1995),2.45,42,102.9
644,645,Paris Is Burning (1990),3.81,27,102.87
1017,1018,Tie Me Up! Tie Me Down! (1990),3.19,32,102.08
629,630,"Great Race, The (1965)",3.29,31,101.99
989,990,Anna Karenina (1997),3.09,33,101.97
782,783,Milk Money (1994),2.73,37,101.01
1069,1070,Living in Oblivion (1995),3.74,27,100.98
1135,1136,Ghosts of Mississippi (1996),3.48,29,100.92
1078,1079,Joe's Apartment (1996),2.24,45,100.80000000000001
1148,1149,Walkabout (1971),3.85,26,100.10000000000001
1128,1129,Chungking Express (1994),3.57,28,99.96
1219,1220,Higher Learning (1995),3.33,30,99.9
363,364,Ace Ventura: When Nature Calls (1995),2.68,37,99.16000000000001
1266,1267,Clockers (1995),3.0,33,99.0
1114,1115,Twelfth Night (1996),3.41,29,98.89
835,836,Ninotchka (1939),3.77,26,98.02
804,805,Manhattan Murder Mystery (1993),3.63,27,98.00999999999999
836,837,Meet John Doe (1941),3.92,25,98.0
566,567,Wes Craven's New Nightmare (1994),2.8,35,98.0
994,995,"Kiss Me, Guido (1997)",3.16,31,97.96000000000001
584,585,Son in Law (1993),2.49,39,97.11000000000001
572,573,Body Snatchers (1993),2.94,33,97.02
973,974,Eye for an Eye (1996),3.03,32,96.96
1058,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.77,35,96.95
463,464,Vanya on 42nd Street (1994),3.59,27,96.92999999999999
45,46,Exotica (1994),3.56,27,96.12
796,797,Timecop (1994),3.1,31,96.10000000000001
1108,1109,Death and the Maiden (1994),3.43,28,96.04
1151,1152,In Love and War (1996),3.43,28,96.04
252,253,"Pillow Book, The (1995)",3.69,26,95.94
1239,1240,Ghost in the Shell (Kokaku kidotai) (1995),3.65,26,94.89999999999999
265,266,Kull the Conqueror (1997),2.71,35,94.85
1159,1160,Love! Valour! Compassion! (1997),3.62,26,94.12
862,863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.92,24,94.08
773,774,"Prophecy, The (1995)",2.94,32,94.08
5,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.58,26,93.08
388,389,Black Beauty (1994),3.44,27,92.88
278,279,Once Upon a Time... When We Were Colored (1995),3.29,28,92.12
585,586,Terminal Velocity (1994),2.68,34,91.12
576,577,Coneheads (1993),2.22,41,91.02000000000001
425,426,"Transformers: The Movie, The (1986)",2.84,32,90.88
988,989,Cats Don't Dance (1997),2.84,32,90.88
828,829,Fled (1996),2.65,34,90.1
633,634,Microcosmos: Le peuple de l'herbe (1996),3.75,24,90.0
842,843,"Shaggy Dog, The (1959)",3.0,30,90.0
458,459,"Cry, the Beloved Country (1995)",3.75,24,90.0
1217,1218,Friday (1995),3.46,26,89.96
764,765,Boomerang (1992),2.81,32,89.92
348,349,Hard Rain (1998),2.9,31,89.89999999999999
1089,1090,Sliver (1993),2.41,37,89.17
1132,1133,Escape to Witch Mountain (1975),2.97,30,89.10000000000001
307,308,FairyTale: A True Story (1997),2.97,30,89.10000000000001
347,348,Desperate Measures (1998),3.3,27,89.1
971,972,Passion Fish (1992),3.18,28,89.04
752,753,Burnt By the Sun (1994),3.71,24,89.03999999999999
